season,week,rule_regime,n_active,observed_eliminated,model_elim_prob_observed,rank_of_observed_eliminated,map_matches_observed,random_log_prob_observed,random_match_expected,judges_only_log_prob_observed,judges_only_map_matches_observed
5,8,percent,5,0,0.20870789182439328,1,True,-1.6094379124341003,0.2,0.20038060548547793,False
5,9,percent,4,1,0.26004825002473186,2,False,-1.3862943611198906,0.25,0.2501670427360713,False
6,2,percent,12,7,0.08602037842557159,1,True,-2.4849066497880004,0.08333333333333333,0.08398769269255672,True
6,3,percent,10,9,0.10324879494839405,1,True,-2.302585092994046,0.1,0.10024742533674716,False
6,4,percent,9,0,0.11524137377462498,1,True,-2.1972245773362196,0.1111111111111111,0.11204357135185077,True
6,5,percent,8,6,0.13033390917221235,1,True,-2.0794415416798357,0.125,0.1257011891014686,True
6,6,percent,7,5,0.14960479349804046,1,True,-1.9459101490553132,0.14285714285714285,0.14403422931524273,True
6,7,percent,6,5,0.17257278725851943,1,True,-1.791759469228055,0.16666666666666666,0.1667505946514899,False
6,8,percent,5,3,0.20272893311657497,3,False,-1.6094379124341003,0.2,0.2000932249299366,False
6,9,percent,4,3,0.26403677063292674,1,True,-1.3862943611198906,0.25,0.2510710231194227,True
7,1,percent,13,3,0.07847816490063914,2,False,-2.5649493574615367,0.07692307692307693,0.07763303675181017,True
7,2,percent,11,3,0.09339858922752278,3,False,-2.3978952727983707,0.09090909090909091,0.0913081012488876,False
7,4,percent,9,5,0.11521651797617394,1,True,-2.1972245773362196,0.1111111111111111,0.11189540746620404,True
7,5,percent,8,6,0.12883177784772684,2,False,-2.0794415416798357,0.125,0.12547704882347488,False
7,6,percent,7,1,0.15139419355101646,1,True,-1.9459101490553132,0.14285714285714285,0.1450714186436955,True
7,7,percent,6,4,0.1739329681533938,1,True,-1.791759469228055,0.16666666666666666,0.16684149787959154,False
7,8,percent,5,3,0.20120600091925275,3,False,-1.6094379124341003,0.2,0.2007382790652296,False
7,9,percent,4,1,0.2586753947564906,1,True,-1.3862943611198906,0.25,0.25165894721004184,True
8,2,percent,13,0,0.07884883915998508,3,False,-2.5649493574615367,0.07692307692307693,0.07713985384667874,False
8,3,percent,12,2,0.08513500323506487,5,False,-2.4849066497880004,0.08333333333333333,0.08386507004095041,False
8,4,percent,11,3,0.09387603462136314,3,False,-2.3978952727983707,0.09090909090909091,0.09161658762162175,False
8,5,percent,9,1,0.1146183459263529,3,False,-2.1972245773362196,0.1111111111111111,0.11133135168411257,False
8,6,percent,8,6,0.13108100561095123,1,True,-2.0794415416798357,0.125,0.12653509936158808,True
8,7,percent,7,2,0.14963974385645584,1,True,-1.9459101490553132,0.14285714285714285,0.1440925027285154,True
8,8,percent,6,0,0.16897417782073776,3,False,-1.791759469228055,0.16666666666666666,0.16683348385853541,False
8,9,percent,5,1,0.1927374730022865,5,False,-1.6094379124341003,0.2,0.20032699915252838,False
8,10,percent,4,3,0.2683310555982067,1,True,-1.3862943611198906,0.25,0.2524245291373964,True
9,1,percent,16,1,0.06314049654034908,6,False,-2.772588722239781,0.0625,0.0628081745888601,True
9,2,percent,14,5,0.07319339220098353,2,False,-2.6390573296152584,0.07142857142857142,0.07165726270182086,True
9,3,percent,13,2,0.07823351306628122,7,False,-2.5649493574615367,0.07692307692307693,0.07718899913132579,False
