occ_code,writing_intensity,social_perceptiveness,physical_manual,creativity_originality,tool_technology
27-4014,0.4715762273901809,0.5297157622739018,0.5258397932816538,0.9547803617571059,0.9276485788113695
27-4021,0.5006459948320413,0.7939276485788114,0.5297157622739018,0.962532299741602,0.8662790697674418
27-4031,0.28875968992248063,0.712532299741602,0.7332041343669251,0.8695090439276486,0.7512919896640827
27-4032,0.4754521963824289,0.5478036175710594,0.32299741602067183,0.9689922480620154,0.8559431524547804
29-1011,0.9502583979328165,0.9076227390180879,0.5904392764857881,0.5807493540051679,0.5523255813953488
29-1021,0.7428940568475452,0.9689922480620154,0.6640826873385013,0.7235142118863049,0.47674418604651164
29-1022,0.770671834625323,0.975452196382429,0.6989664082687338,0.7202842377260982,0.5723514211886305
29-1023,0.6640826873385013,0.8772609819121447,0.4819121447028424,0.6912144702842378,0.5064599483204134
29-1024,0.8436692506459949,0.9638242894056848,0.710594315245478,0.8617571059431525,0.7590439276485789
29-1031,0.8604651162790697,0.8901808785529716,0.09043927648578812,0.7093023255813954,0.7512919896640827
29-1041,0.9909560723514211,0.9573643410852714,0.4289405684754522,0.5872093023255814,0.8294573643410853
29-1051,0.8449612403100775,0.6944444444444444,0.42764857881136953,0.38372093023255816,0.603359173126615
29-1071,0.7816537467700259,0.8695090439276486,0.5361757105943152,0.47997416020671835,0.5251937984496124
29-1081,0.9127906976744186,0.9095607235142119,0.4444444444444444,0.6912144702842378,0.8714470284237726
29-1122,0.9095607235142119,0.8940568475452196,0.4186046511627907,0.8869509043927648,0.5594315245478036
29-1123,0.9450904392764858,0.9528423772609819,0.6447028423772609,0.7532299741602068,0.6311369509043928
29-1124,0.7344961240310077,0.8972868217054264,0.7312661498708011,0.3624031007751938,0.8333333333333334
29-1125,0.8501291989664083,0.9392764857881137,0.49224806201550386,0.8656330749354005,0.5200258397932817
29-1126,0.5852713178294574,0.7603359173126615,0.687984496124031,0.40891472868217055,0.6524547803617571
29-1127,1.0,0.8811369509043928,0.22997416020671835,0.8475452196382429,0.7829457364341085
29-1128,0.8255813953488372,0.9263565891472868,0.5038759689922481,0.6537467700258398,0.8036175710594315
29-1129,0.8501291989664083,0.9599483204134367,0.39664082687338503,0.979328165374677,0.43669250645994834
29-1131,0.5762273901808785,0.8068475452196382,0.45348837209302323,0.44315245478036175,0.35594315245478036
29-1141,0.8527131782945736,0.9509043927648578,0.4573643410852713,0.7260981912144703,0.661498708010336
29-1151,0.7739018087855297,0.8998708010335917,0.6815245478036176,0.7138242894056848,0.603359173126615
29-1161,0.962532299741602,0.9844961240310077,0.5258397932816538,0.6537467700258398,0.6395348837209303
29-1171,0.9276485788113695,0.9554263565891473,0.4134366925064599,0.6705426356589147,0.6214470284237726
29-1181,0.9961240310077519,0.9974160206718347,0.5064599483204134,0.6020671834625323,0.898578811369509
29-1211,0.7906976744186046,0.851421188630491,0.5452196382428941,0.6311369509043928,0.2990956072351421
29-1213,0.8397932816537468,0.9315245478036176,0.3708010335917313,0.40633074935400515,0.8036175710594315
29-1214,0.9870801033591732,0.9948320413436692,0.4844961240310077,0.8307493540051679,0.7170542635658915
29-1215,0.975452196382429,0.979328165374677,0.24160206718346253,0.3649870801033592,0.5322997416020672
29-1216,0.9018087855297158,0.9425064599483204,0.36627906976744184,0.5949612403100775,0.7189922480620154
29-1217,0.9896640826873385,0.9741602067183462,0.2351421188630491,0.8695090439276486,0.7189922480620154
29-1218,0.9651162790697675,0.9857881136950905,0.5025839793281653,0.6434108527131783,0.48578811369509045
29-1221,0.9302325581395349,0.9896640826873385,0.2997416020671835,0.3268733850129199,0.43669250645994834
29-1222,0.9651162790697675,0.5381136950904393,0.3682170542635659,0.6020671834625323,0.8391472868217055
29-1223,0.9573643410852714,0.9554263565891473,0.1434108527131783,0.7467700258397932,0.37467700258397935
29-1224,0.9470284237726099,0.9664082687338501,0.47739018087855295,0.5807493540051679,0.6266149870801033
29-1229,0.9483204134366925,0.9677002583979328,0.37209302325581395,0.7958656330749354,0.6950904392764858
29-1241,0.874031007751938,0.9147286821705426,0.5232558139534884,0.6589147286821705,0.47997416020671835
29-1291,0.7512919896640827,0.9198966408268734,0.4263565891472868,0.5988372093023255,0.24354005167958656
29-1292,0.5174418604651163,0.91343669250646,0.7196382428940569,0.4722222222222222,0.5406976744186046
29-1299,0.9147286821705426,0.9211886304909561,0.30361757105943155,0.6744186046511628,0.6563307493540051
29-2011,0.6175710594315246,0.20671834625322996,0.5503875968992248,0.3049095607235142,0.6627906976744186
29-2012,0.4702842377260982,0.2054263565891473,0.6162790697674418,0.2622739018087855,0.6679586563307494
29-2031,0.6214470284237726,0.7958656330749354,0.6789405684754521,0.3281653746770026,0.7512919896640827
29-2032,0.6492248062015504,0.8436692506459949,0.6815245478036176,0.5161498708010336,0.5878552971576227
29-2033,0.7267441860465116,0.849483204134367,0.58656330749354,0.38113695090439276,0.8158914728682171
29-2034,0.4005167958656331,0.8410852713178295,0.6447028423772609,0.20025839793281655,0.7441860465116279
29-2035,0.686046511627907,0.8094315245478036,0.6356589147286822,0.5161498708010336,0.7764857881136951
29-2036,0.7771317829457365,0.32945736434108525,0.3087855297157623,0.7235142118863049,0.9218346253229974
29-2051,0.5335917312661499,0.7196382428940569,0.5012919896640827,0.6757105943152455,0.3268733850129199
29-2052,0.479328165374677,0.7448320413436692,0.4974160206718346,0.15633074935400518,0.6563307493540051
29-2053,0.562015503875969,0.7816537467700259,0.43023255813953487,0.3979328165374677,0.3830749354005168
29-2055,0.27260981912144705,0.6291989664082688,0.8113695090439277,0.3766149870801034,0.2655038759689923
29-2056,0.5988372093023255,0.8307493540051679,0.7932816537467701,0.4005167958656331,0.47416020671834624
29-2057,0.5368217054263565,0.8578811369509044,0.4728682170542636,0.1078811369509044,0.4011627906976744
29-2061,0.6201550387596899,0.7939276485788114,0.6078811369509044,0.3766149870801034,0.43281653746770027
29-2081,0.9263565891472868,0.9405684754521964,0.5155038759689923,0.6130490956072352,0.7564599483204134
29-2091,0.9857881136950905,0.9354005167958657,0.6253229974160207,0.7926356589147286,0.898578811369509
29-2092,0.5607235142118863,0.9179586563307494,0.5109819121447028,0.33204134366925064,0.6950904392764858
29-2099,0.7403100775193798,0.8927648578811369,0.46382428940568476,0.29844961240310075,0.6925064599483204
29-9091,0.900516795865633,0.8165374677002584,0.5594315245478036,0.7583979328165374,0.34108527131782945
29-9092,0.9366925064599483,0.9457364341085271,0.014211886304909561,0.5161498708010336,0.5613695090439277
29-9093,0.4437984496124031,0.8682170542635659,0.8339793281653747,0.5445736434108527,0.4108527131782946
29-9099,0.686046511627907,0.9832041343669251,0.5,0.5613695090439277,0.42700258397932817
31-1121,0.42764857881136953,0.7028423772609819,0.5568475452196382,0.5872093023255814,0.0562015503875969
31-1122,0.44638242894056845,0.9819121447028424,0.5917312661498708,0.3708010335917313,0.26356589147286824
31-1131,0.39728682170542634,0.667312661498708,0.599483204134367,0.1892764857881137,0.2351421188630491
31-1132,0.15503875968992248,0.6182170542635659,0.6847545219638242,0.05297157622739018,0.09496124031007752
31-1133,0.5956072351421189,0.710594315245478,0.5109819121447028,0.5904392764857881,0.24935400516795866
31-2011,0.6317829457364341,0.937984496124031,0.6291989664082688,0.8178294573643411,0.5490956072351422
31-2012,0.5956072351421189,0.958656330749354,0.6976744186046512,0.47997416020671835,0.3856589147286822
31-2021,0.6027131782945736,0.9780361757105943,0.7461240310077519,0.5807493540051679,0.7764857881136951
31-2022,0.42377260981912146,0.8972868217054264,0.5762273901808785,0.2810077519379845,0.5613695090439277
31-9011,0.5077519379844961,0.8875968992248062,0.6692506459948321,0.44315245478036175,0.15762273901808785
31-9091,0.4689922480620155,0.8010335917312662,0.6195090439276486,0.40633074935400515,0.7131782945736435
31-9092,0.9554263565891473,0.8611111111111112,0.5607235142118863,0.4722222222222222,0.7564599483204134
31-9093,0.5322997416020672,0.5103359173126615,0.8049095607235142,0.1847545219638243,0.4082687338501292
31-9094,0.8979328165374677,0.4043927648578811,0.2648578811369509,0.00516795865633075,0.6227390180878553
31-9095,0.33527131782945735,0.7674418604651163,0.49483204134366926,0.1285529715762274,0.727390180878553
31-9096,0.6434108527131783,0.7370801033591732,0.7235142118863049,0.2202842377260982,0.48578811369509045
31-9097,0.6395348837209303,0.8798449612403101,0.6214470284237726,0.2713178294573643,0.7403100775193798
31-9099,0.5813953488372093,0.7286821705426356,0.4870801033591731,0.47416020671834624,0.40568475452196384
33-1011,0.9431524547803618,0.8339793281653747,0.5549095607235142,0.4844961240310077,0.5807493540051679
33-1012,0.9806201550387597,0.9715762273901809,0.6027131782945736,0.66343669250646,0.5406976744186046
33-1021,0.8397932816537468,0.9728682170542635,0.8636950904392765,0.7984496124031008,0.46963824289405687
33-1091,0.6421188630490956,0.6841085271317829,0.47997416020671835,0.5219638242894057,0.5200258397932817
33-2011,0.46770025839793283,0.8837209302325582,0.9664082687338501,0.458656330749354,0.34108527131782945
33-2021,0.8927648578811369,0.9302325581395349,0.4909560723514212,0.5852713178294574,0.665374677002584
33-2022,0.5490956072351422,0.8165374677002584,0.6576227390180879,0.524547803617571,0.44638242894056845
33-3011,0.3708010335917313,0.9289405684754521,0.4560723514211886,0.12661498708010335,0.2784237726098191
33-3012,0.5516795865633075,0.7493540051679587,0.6744186046511628,0.45542635658914726,0.47997416020671835
33-3021,0.8281653746770026,0.6963824289405685,0.3462532299741602,0.7041343669250646,0.6421188630490956
33-3031,0.6330749354005168,0.9121447028423773,0.6563307493540051,0.6666666666666666,0.5109819121447028
33-3041,0.4935400516795866,0.8565891472868217,0.6472868217054264,0.1789405684754522,0.3578811369509044
33-3051,0.7945736434108527,0.9179586563307494,0.5529715762273901,0.4883720930232558,0.6724806201550387
33-3052,0.8133074935400517,0.8785529715762274,0.6330749354005168,0.6330749354005168,0.4418604651162791
33-9011,0.6718346253229974,0.8863049095607235,0.5943152454780362,0.5406976744186046,0.28294573643410853
33-9021,0.9521963824289406,0.5910852713178295,0.3016795865633075,0.627906976744186,0.7622739018087855
33-9031,0.7990956072351422,0.40633074935400515,0.3333333333333333,0.25,0.7215762273901809
33-9032,0.5400516795865633,0.9237726098191215,0.4883720930232558,0.3365633074935401,0.3488372093023256
33-9091,0.08010335917312661,0.43669250645994834,0.4082687338501292,0.031007751937984496,0.03617571059431524
33-9092,0.29198966408268734,0.8339793281653747,0.5516795865633075,0.12015503875968993,0.08785529715762273
33-9093,0.24160206718346253,0.5465116279069767,0.687984496124031,0.14857881136950904,0.22868217054263565
33-9099,0.6686046511627907,0.601421188630491,0.40568475452196384,0.4114987080103359,0.5645994832041343
35-1011,0.39728682170542634,0.648578811369509,0.6550387596899225,0.7739018087855297,0.34108527131782945
35-1012,0.4844961240310077,0.725452196382429,0.6227390180878553,0.49224806201550386,0.3236434108527132
35-2011,0.046511627906976744,0.07816537467700259,0.46124031007751937,0.1111111111111111,0.07687338501291989
35-2012,0.23449612403100775,0.4838501291989664,0.5400516795865633,0.2777777777777778,0.10012919896640828
35-2013,0.3301033591731266,0.5006459948320413,0.5348837209302325,0.7183462532299741,0.22093023255813954
35-2014,0.0103359173126615,0.00904392764857881,0.5180878552971576,0.1375968992248062,0.007751937984496124
35-2015,0.00904392764857881,0.12015503875968993,0.4715762273901809,0.07881136950904392,0.01937984496124031
35-2021,0.029715762273901807,0.1569767441860465,0.5077519379844961,0.020025839793281652,0.02648578811369509
35-3011,0.31266149870801035,0.7370801033591732,0.5697674418604651,0.49870801033591733,0.2099483204134367
35-3023,0.060723514211886306,0.5129198966408268,0.5284237726098191,0.1227390180878553,0.1434108527131783
35-3031,0.015503875968992248,0.5322997416020672,0.5968992248062015,0.1182170542635659,0.1744186046511628
35-3041,0.10335917312661498,0.6692506459948321,0.5167958656330749,0.09948320413436693,0.24612403100775193
35-9011,0.04780361757105943,0.5562015503875969,0.6052971576227391,0.1285529715762274,0.2041343669250646
35-9021,0.023255813953488372,0.060723514211886306,0.6627906976744186,0.025839793281653745,0.031007751937984496
35-9031,0.05555555555555555,0.6182170542635659,0.4069767441860465,0.02260981912144703,0.04909560723514212
37-1011,0.5064599483204134,0.686046511627907,0.6724806201550387,0.4315245478036176,0.31007751937984496
37-1012,0.4909560723514212,0.665374677002584,0.7984496124031008,0.6388888888888888,0.3682170542635659
37-2011,0.14987080103359174,0.2235142118863049,0.7390180878552972,0.23126614987080105,0.20219638242894056
37-2012,0.04263565891472868,0.3701550387596899,0.5749354005167958,0.037467700258397935,0.016795865633074936
37-2021,0.5568475452196382,0.6763565891472868,0.689922480620155,0.5064599483204134,0.1744186046511628
37-3011,0.003875968992248062,0.19896640826873385,0.7739018087855297,0.19121447028423771,0.02454780361757106
37-3012,0.3417312661498708,0.6472868217054264,0.7622739018087855,0.3003875968992248,0.10400516795865633
37-3013,0.07493540051679587,0.229328165374677,0.9354005167958657,0.26679586563307495,0.044573643410852716
39-1013,0.5006459948320413,0.6130490956072352,0.4470284237726098,0.22416020671834624,0.5290697674418605
39-1022,0.7189922480620154,0.6996124031007752,0.3733850129198966,0.5303617571059431,0.5148578811369509
39-2011,0.3992248062015504,0.7093023255813954,0.5736434108527132,0.7512919896640827,0.22739018087855298
39-2021,0.29521963824289404,0.5490956072351422,0.6078811369509044,0.20930232558139536,0.2622739018087855
39-3011,0.025839793281653745,0.4496124031007752,0.417312661498708,0.016795865633074936,0.014211886304909561
39-3012,0.2558139534883721,0.6421188630490956,0.3695090439276486,0.07235142118863049,0.17829457364341086
39-3021,0.07364341085271318,0.17054263565891473,0.5839793281653747,0.014211886304909561,0.4082687338501292
39-3031,0.11369509043927649,0.6098191214470284,0.3953488372093023,0.1078811369509044,0.16343669250645995
39-3091,0.19767441860465115,0.6453488372093024,0.44573643410852715,0.22739018087855298,0.268733850129199
39-3092,0.19767441860465115,0.21705426356589147,0.5335917312661499,0.7797157622739018,0.15762273901808785
39-3093,0.020671834625323,0.5232558139534884,0.3772609819121447,0.025839793281653745,0.006459948320413436
39-4011,0.5742894056847545,0.8656330749354005,0.6421188630490956,0.36757105943152457,0.3785529715762274
39-4021,0.18604651162790697,0.8636950904392765,0.4689922480620155,0.082687338501292,0.15310077519379844
39-4031,0.8074935400516796,0.9922480620155039,0.5645994832041343,0.7093023255813954,0.42248062015503873
39-5011,0.012919896640826873,0.7603359173126615,0.7054263565891473,0.5490956072351422,0.028423772609819122
39-5012,0.3301033591731266,0.8391472868217055,0.665374677002584,0.8656330749354005,0.30361757105943155
39-5091,0.43410852713178294,0.6576227390180879,0.5665374677002584,0.9496124031007752,0.24806201550387597
39-5092,0.040051679586563305,0.37209302325581395,0.3488372093023256,0.22416020671834624,0.11175710594315245
39-5093,0.10981912144702842,0.541343669250646,0.47739018087855295,0.09431524547803617,0.05167958656330749
39-5094,0.43023255813953487,0.8611111111111112,0.5258397932816538,0.5949612403100775,0.3830749354005168
39-6011,0.28875968992248063,0.8468992248062015,0.748062015503876,0.2467700258397933,0.24612403100775193
39-6012,0.43281653746770027,0.9528423772609819,0.1925064599483204,0.6983204134366925,0.42506459948320413
39-7011,0.11627906976744186,0.7693798449612403,0.2189922480620155,0.20219638242894056,0.15503875968992248
39-7012,0.4263565891472868,0.9651162790697675,0.3979328165374677,0.7235142118863049,0.3714470284237726
39-9011,0.2693798449612403,0.6356589147286822,0.458656330749354,0.6886304909560723,0.09819121447028424
39-9031,0.25064599483204136,0.7183462532299741,0.6724806201550387,0.7403100775193798,0.23191214470284238
39-9032,0.5988372093023255,0.8746770025839793,0.4702842377260982,0.853359173126615,0.5555555555555556
39-9041,0.5956072351421189,0.9160206718346253,0.34108527131782945,0.5303617571059431,0.44896640826873385
41-1011,0.35981912144702843,0.7739018087855297,0.38113695090439276,0.43669250645994834,0.46124031007751937
41-1012,0.6117571059431525,0.6640826873385013,0.22093023255813954,0.6537467700258398,0.5943152454780362
41-2011,0.1020671834625323,0.4780361757105943,0.38242894056847543,0.044573643410852716,0.13178294573643412
41-2012,0.35981912144702843,0.6711886304909561,0.5581395348837209,0.07364341085271318,0.29069767441860467
41-2021,0.45478036175710596,0.6744186046511628,0.43410852713178294,0.3152454780361757,0.42248062015503873
41-2022,0.6136950904392765,0.8372093023255814,0.6149870801033591,0.458656330749354,0.6350129198966409
41-2031,0.2487080103359173,0.7635658914728682,0.4037467700258398,0.4689922480620155,0.4011627906976744
41-3011,0.5445736434108527,0.8914728682170543,0.09819121447028424,0.8604651162790697,0.8036175710594315
41-3021,0.5723514211886305,0.5335917312661499,0.07493540051679587,0.45542635658914726,0.6440568475452196
41-3031,0.5594315245478036,0.6550387596899225,0.023255813953488372,0.6098191214470284,0.8158914728682171
41-3041,0.5852713178294574,0.7919896640826873,0.1847545219638243,0.5200258397932817,0.8488372093023255
41-4011,0.4437984496124031,0.5542635658914729,0.15503875968992248,0.48578811369509045,0.6834625322997416
41-4012,0.6492248062015504,0.8217054263565892,0.31266149870801035,0.7325581395348837,0.5768733850129198
41-9011,0.3062015503875969,0.813953488372093,0.4005167958656331,0.49547803617571057,0.15762273901808785
41-9012,0.03875968992248062,0.08010335917312661,0.33204134366925064,0.3365633074935401,0.02648578811369509
41-9021,0.7151162790697675,0.6627906976744186,0.07235142118863049,0.5038759689922481,0.43669250645994834
41-9022,0.6343669250645995,0.9043927648578811,0.24741602067183463,0.6705426356589147,0.7377260981912145
41-9031,0.5917312661498708,0.6511627906976745,0.1821705426356589,0.8804909560723514,0.9302325581395349
41-9041,0.25387596899224807,0.7887596899224806,0.13824289405684753,0.3087855297157623,0.3087855297157623
41-9091,0.3507751937984496,0.8339793281653747,0.16279069767441862,0.42764857881136953,0.4664082687338501
43-1011,0.8333333333333334,0.6976744186046512,0.28940568475452194,0.7700258397932817,0.7906976744186046
43-2011,0.4418604651162791,0.5348837209302325,0.15374677002583978,0.012919896640826873,0.29328165374677
43-2021,0.3049095607235142,0.667312661498708,0.2590439276485788,0.03359173126614987,0.5148578811369509
43-3011,0.6589147286821705,0.3953488372093023,0.12015503875968993,0.19638242894056848,0.3624031007751938
43-3021,0.5794573643410853,0.2926356589147287,0.20025839793281655,0.08656330749354005,0.8158914728682171
43-3031,0.7286821705426356,0.47093023255813954,0.1744186046511628,0.06589147286821706,0.49547803617571057
43-3041,0.39147286821705424,0.46511627906976744,0.41472868217054265,0.05813953488372093,0.3365633074935401
43-3051,0.8036175710594315,0.25,0.17829457364341086,0.12467700258397933,0.727390180878553
43-3061,0.7377260981912145,0.5930232558139535,0.2235142118863049,0.3003875968992248,0.6350129198966409
43-3071,0.43023255813953487,0.7751937984496124,0.38695090439276486,0.291343669250646,0.47416020671834624
43-4011,0.4509043927648579,0.37532299741602065,0.1298449612403101,0.17635658914728683,0.5768733850129198
43-4021,0.9767441860465116,0.584625322997416,0.10852713178294573,0.3708010335917313,0.5645994832041343
43-4031,0.7151162790697675,0.7060723514211886,0.2571059431524548,0.1698966408268734,0.7990956072351422
43-4041,0.5794573643410853,0.7144702842377261,0.04909560723514212,0.09689922480620156,0.5290697674418605
43-4051,0.7312661498708011,0.7558139534883721,0.29069767441860467,0.38113695090439276,0.8158914728682171
43-4061,0.8947028423772609,0.8165374677002584,0.11757105943152454,0.31330749354005166,0.5807493540051679
43-4071,0.7674418604651163,0.7222222222222222,0.39341085271317827,0.5109819121447028,0.665374677002584
43-4081,0.4509043927648579,0.8049095607235142,0.31912144702842377,0.42506459948320413,0.8662790697674418
43-4111,0.8811369509043928,0.8998708010335917,0.2558139534883721,0.30684754521963825,0.8417312661498708
43-4121,0.43669250645994834,0.6421188630490956,0.4160206718346253,0.1789405684754522,0.689922480620155
43-4131,0.646640826873385,0.725452196382429,0.16020671834625322,0.4657622739018088,0.9031007751937985
43-4141,0.2868217054263566,0.6905684754521964,0.2054263565891473,0.1343669250645995,0.3875968992248062
43-4151,0.8630490956072352,0.5956072351421189,0.2661498708010336,0.3023255813953488,0.48578811369509045
43-4161,0.9715762273901809,0.7693798449612403,0.1124031007751938,0.31912144702842377,0.8333333333333334
43-4171,0.5038759689922481,0.7829457364341085,0.21382428940568476,0.1744186046511628,0.49160206718346255
43-4181,0.5155038759689923,0.9425064599483204,0.46124031007751937,0.3365633074935401,0.8733850129198967
43-5011,0.5038759689922481,0.582687338501292,0.4095607235142119,0.45219638242894056,0.43281653746770027
43-5021,0.3507751937984496,0.3023255813953488,0.5801033591731266,0.0710594315245478,0.059431524547803614
43-5031,0.8255813953488372,0.9767441860465116,0.35917312661498707,0.4896640826873385,0.9069767441860465
43-5032,0.5368217054263565,0.6149870801033591,0.23191214470284238,0.42506459948320413,0.5574935400516796
43-5041,0.3669250645994832,0.5174418604651163,0.6789405684754521,0.12144702842377261,0.4418604651162791
43-5051,0.3643410852713178,0.6208010335917312,0.5781653746770026,0.08010335917312661,0.4392764857881137
43-5052,0.08914728682170543,0.35400516795865633,0.5852713178294574,0.006459948320413436,0.01808785529715762
43-5053,0.08914728682170543,0.08397932816537468,0.6492248062015504,0.015503875968992248,0.23837209302325582
43-5061,0.4974160206718346,0.10852713178294573,0.27002583979328165,0.34366925064599485,0.8527131782945736
43-5071,0.41795865633074936,0.28940568475452194,0.6130490956072352,0.25452196382428943,0.4289405684754522
43-5111,0.5400516795865633,0.39276485788113696,0.5930232558139535,0.15180878552971577,0.5200258397932817
43-6011,0.9741602067183462,0.8268733850129198,0.27260981912144705,0.6705426356589147,0.8391472868217055
43-6012,0.9838501291989664,0.6421188630490956,0.2280361757105943,0.39276485788113696,0.5452196382428941
43-6013,0.686046511627907,0.8449612403100775,0.2590439276485788,0.14405684754521964,0.5452196382428941
43-6014,0.8824289405684754,0.560077519379845,0.2189922480620155,0.21382428940568476,0.6815245478036176
43-9021,0.7222222222222222,0.3391472868217054,0.3385012919896641,0.13242894056847546,0.7868217054263565
43-9022,0.6795865633074936,0.5658914728682171,0.2777777777777778,0.08914728682170543,0.7403100775193798
43-9031,0.5258397932816538,0.3333333333333333,0.3397932816537468,0.9664082687338501,0.937984496124031
43-9041,0.6518087855297158,0.5116279069767442,0.1511627906976744,0.1182170542635659,0.5678294573643411
43-9051,0.2661498708010336,0.17571059431524547,0.6679586563307494,0.10981912144702842,0.29328165374677
43-9061,0.624031007751938,0.47416020671834624,0.24935400516795866,0.20930232558139536,0.46511627906976744
43-9071,0.30749354005167956,0.2926356589147287,0.5781653746770026,0.21382428940568476,0.6782945736434108
43-9081,0.3888888888888889,0.029715762273901807,0.14082687338501293,0.037467700258397935,0.3488372093023256
43-9111,0.6686046511627907,0.4664082687338501,0.09431524547803617,0.49224806201550386,0.9702842377260982
45-1011,0.43023255813953487,0.3578811369509044,0.7286821705426356,0.42248062015503873,0.3333333333333333
45-2011,0.5878552971576227,0.5781653746770026,0.4418604651162791,0.3107235142118863,0.5723514211886305
45-2021,0.32558139534883723,0.22093023255813954,0.6098191214470284,0.03488372093023256,0.2532299741602067
45-2041,0.06976744186046512,0.0458656330749354,0.5813953488372093,0.002583979328165375,0.021963824289405683
45-2091,0.08656330749354005,0.34366925064599485,0.8817829457364341,0.22868217054263565,0.13630490956072353
45-2092,0.2629198966408269,0.39405684754521964,0.975452196382429,0.3546511627906977,0.2571059431524548
45-2093,0.3152454780361757,0.35917312661498707,0.8074935400516796,0.2713178294573643,0.13630490956072353
45-3031,0.19444444444444445,0.23385012919896642,0.8863049095607235,0.5594315245478036,0.16602067183462532
45-4011,0.2797157622739018,0.35012919896640826,0.7868217054263565,0.43863049095607237,0.27648578811369506
45-4021,0.006459948320413436,0.025839793281653745,0.9043927648578811,0.007751937984496124,0.002583979328165375
45-4022,0.11627906976744186,0.43023255813953487,0.8339793281653747,0.17183462532299743,0.10400516795865633
45-4023,0.5193798449612403,0.35142118863049093,0.5891472868217055,0.291343669250646,0.36046511627906974
47-1011,0.3669250645994832,0.584625322997416,0.6950904392764858,0.5542635658914729,0.29328165374677
47-2011,0.25387596899224807,0.14082687338501293,0.9437984496124031,0.2751937984496124,0.27325581395348836
47-2021,0.0917312661498708,0.20801033591731266,0.9102067183462532,0.29651162790697677,0.07687338501291989
47-2022,0.15762273901808785,0.2997416020671835,0.9786821705426356,0.5574935400516796,0.146640826873385
47-2031,0.31007751937984496,0.3992248062015504,0.8992248062015504,0.5109819121447028,0.27002583979328165
47-2041,0.027131782945736434,0.2590439276485788,0.8527131782945736,0.25775193798449614,0.03488372093023256
47-2042,0.0962532299741602,0.42248062015503873,0.6266149870801033,0.3766149870801034,0.044573643410852716
47-2043,0.08139534883720931,0.481266149870801,0.9405684754521964,0.23126614987080105,0.07428940568475452
47-2044,0.05555555555555555,0.14082687338501293,0.7842377260981912,0.49870801033591733,0.029715762273901807
47-2051,0.10529715762273902,0.16085271317829458,0.9121447028423773,0.1731266149870801,0.13630490956072353
47-2053,0.021963824289405683,0.2131782945736434,0.9186046511627907,0.2202842377260982,0.03294573643410853
47-2061,0.1686046511627907,0.4760981912144703,0.9496124031007752,0.2596899224806202,0.11175710594315245
47-2071,0.04909560723514212,0.3333333333333333,0.8171834625322998,0.11498708010335917,0.11627906976744186
47-2072,0.11175710594315245,0.10465116279069768,0.8488372093023255,0.1698966408268734,0.09689922480620156
47-2073,0.16666666666666666,0.6343669250645995,0.8268733850129198,0.2041343669250646,0.2099483204134367
47-2081,0.03617571059431524,0.05878552971576227,0.7635658914728682,0.19832041343669252,0.050387596899224806
47-2082,0.002583979328165375,0.06459948320413436,0.5633074935400517,0.08656330749354005,0.003875968992248062
47-2111,0.3475452196382429,0.603359173126615,0.9819121447028424,0.6569767441860465,0.22609819121447028
47-2121,0.12661498708010335,0.5032299741602068,0.8171834625322998,0.31912144702842377,0.11369509043927649
47-2131,0.06524547803617571,0.21705426356589147,0.8320413436692506,0.25775193798449614,0.06976744186046512
47-2132,0.07751937984496124,0.22674418604651161,0.7416020671834626,0.26679586563307495,0.07235142118863049
47-2141,0.06782945736434108,0.6227390180878553,0.7700258397932817,0.22416020671834624,0.03875968992248062
47-2142,0.050387596899224806,0.2648578811369509,0.7157622739018088,0.07751937984496124,0.0562015503875969
47-2151,0.07170542635658915,0.3423772609819121,0.7790697674418605,0.09689922480620156,0.10594315245478036
47-2152,0.2144702842377261,0.330749354005168,0.8475452196382429,0.537467700258398,0.3152454780361757
47-2161,0.11175710594315245,0.4496124031007752,0.8249354005167958,0.43863049095607237,0.15051679586563307
47-2171,0.031007751937984496,0.08139534883720931,0.9031007751937985,0.17635658914728683,0.09043927648578812
47-2181,0.0962532299741602,0.37532299741602065,0.9056847545219638,0.2648578811369509,0.14082687338501293
47-2211,0.33527131782945735,0.7403100775193798,0.9147286821705426,0.34689922480620156,0.24031007751937986
47-2221,0.04521963824289406,0.11369509043927649,0.9573643410852714,0.42118863049095606,0.07428940568475452
47-2231,0.19444444444444445,0.23708010335917312,0.9244186046511628,0.2558139534883721,0.30361757105943155
47-3011,0.011627906976744186,0.12790697674418605,0.8578811369509044,0.15633074935400518,0.06459948320413436
47-3012,0.05167958656330749,0.13501291989664083,0.91343669250646,0.34689922480620156,0.10917312661498708
47-3013,0.25193798449612403,0.6324289405684754,0.9677002583979328,0.35142118863049093,0.19702842377260982
47-3014,0.014211886304909561,0.06847545219638243,0.7855297157622739,0.07493540051679587,0.0012919896640826874
47-3015,0.05297157622739018,0.3701550387596899,0.8785529715762274,0.3301033591731266,0.10723514211886305
47-3016,0.1686046511627907,0.5297157622739018,0.8656330749354005,0.38824289405684753,0.25129198966408267
47-4011,0.7687338501291989,0.5981912144702842,0.4108527131782946,0.5342377260981912,0.7009043927648578
47-4021,0.3333333333333333,0.2564599483204134,0.9638242894056848,0.3242894056847545,0.4043927648578811
47-4031,0.07881136950904392,0.3888888888888889,0.8682170542635659,0.05426356589147287,0.09043927648578812
47-4041,0.47739018087855295,0.46188630490956073,0.7887596899224806,0.4354005167958656,0.2144702842377261
