occ_code,writing_intensity,social_perceptiveness,physical_manual,creativity_originality,tool_technology,substitution_score,defense_score,net_risk
13-1041,0.9198966408268734,0.727390180878553,0.276485788113695,0.5478036175710594,0.7467700258397932,0.8333333333333333,0.5172265288544359,0.3161068044788974
13-1051,0.5645994832041343,0.3113695090439276,0.045219638242894,0.6130490956072352,0.7067183462532299,0.6356589147286822,0.32321274763135227,0.3124461670973299
13-1071,0.9935400516795866,0.7403100775193798,0.1253229974160206,0.4618863049095607,0.8158914728682171,0.9047157622739018,0.4425064599483204,0.46220930232558144
13-1074,0.2771317829457364,0.1543927648578811,0.3436692506459948,0.0116279069767441,0.1434108527131783,0.21027131782945735,0.1698966408268733,0.04037467700258404
13-1075,0.6925064599483204,0.6253229974160207,0.0129198966408268,0.7758397932816538,0.3133074935400516,0.502906976744186,0.4713608957795004,0.03154608096468564
13-1081,0.6304909560723514,0.4967700258397933,0.1421188630490956,0.8320413436692506,0.9237726098191216,0.7771317829457365,0.4903100775193798,0.28682170542635665
13-1111,0.8552971576227391,0.7764857881136951,0.0775193798449612,0.9056847545219638,0.8785529715762274,0.8669250645994833,0.58656330749354,0.28036175710594324
13-1121,0.8578811369509044,0.9056847545219638,0.4651162790697674,0.9308785529715762,0.7009043927648578,0.7793927648578811,0.7672265288544358,0.012166236003445352
13-1131,0.7771317829457365,0.8888888888888888,0.0426356589147286,0.9347545219638242,0.727390180878553,0.7522609819121447,0.6220930232558138,0.1301679586563309
13-1141,0.6065891472868217,0.458656330749354,0.1046511627906976,0.563953488372093,0.6156330749354005,0.6111111111111112,0.3757536606373815,0.23535745047372963
13-1151,0.7189922480620154,0.6815245478036176,0.1162790697674418,0.9250645994832042,0.6563307493540051,0.6876614987080103,0.5742894056847545,0.1133720930232558
13-1161,0.6950904392764858,0.4018087855297158,0.0361757105943152,0.9444444444444444,0.94702842377261,0.8210594315245479,0.46080964685615844,0.3602497846683894
13-1199,0.7919896640826873,0.5968992248062015,0.1614987080103359,0.7855297157622739,0.8863049095607235,0.8391472868217054,0.5146425495262704,0.32450473729543494
13-2011,0.8591731266149871,0.520671834625323,0.0439276485788113,0.4987080103359173,0.8714470284237726,0.8653100775193798,0.35443583118001715,0.5108742463393627
13-2022,0.872093023255814,0.520671834625323,0.3016795865633075,0.3959948320413436,0.5975452196382429,0.7348191214470284,0.40611541774332466,0.3287037037037038
13-2023,0.7241602067183462,0.25,0.1731266149870801,0.2351421188630491,0.686046511627907,0.7051033591731266,0.2194229112833764,0.4856804478897502
13-2031,0.5465116279069767,0.2390180878552971,0.1240310077519379,0.5406976744186046,0.8255813953488372,0.686046511627907,0.30124892334194653,0.38479758828596045
13-2041,0.4366925064599483,0.189922480620155,0.0645994832041343,0.3191214470284237,0.537467700258398,0.4870801033591731,0.19121447028423766,0.29586563307493546
13-2052,0.7958656330749354,0.8591731266149871,0.0025839793281653,0.6350129198966409,0.7667958656330749,0.7813307493540051,0.49892334194659776,0.2824074074074074
13-2053,0.7454780361757106,0.4618863049095607,0.08656330749354,0.4489664082687338,0.689922480620155,0.7177002583979328,0.33247200689061146,0.3852282515073214
13-2061,0.7990956072351422,0.4528423772609819,0.0155038759689922,0.3766149870801034,0.5452196382428941,0.6721576227390181,0.2816537467700258,0.39050387596899233
13-2071,0.9392764857881136,0.7448320413436692,0.0820413436692506,0.5697674418604651,0.7338501291989664,0.83656330749354,0.4655469422911283,0.3710163652024117
13-2072,0.7054263565891473,0.6815245478036176,0.1317829457364341,0.3649870801033592,0.7667958656330749,0.7361111111111112,0.39276485788113696,0.3433462532299742
13-2081,0.6627906976744186,0.8733850129198967,0.1834625322997416,0.2829457364341085,0.8081395348837209,0.7354651162790697,0.44659776055124895,0.2888673557278208
13-2082,0.5445736434108527,0.5645994832041343,0.0852713178294573,0.3546511627906977,0.6950904392764858,0.6198320413436693,0.3348406546080964,0.2849913867355729
13-2099,0.6518087855297158,0.3914728682170542,0.0917312661498708,0.7138242894056848,0.896640826873385,0.7742248062015504,0.39900947459086994,0.3752153316106805
15-1211,0.6550387596899225,0.4547803617571059,0.2713178294573643,0.8998708010335917,0.9883720930232558,0.8217054263565892,0.5419896640826872,0.27971576227390194
15-1212,0.7571059431524548,0.1188630490956072,0.2506459948320413,0.6453488372093024,0.9612403100775194,0.8591731266149871,0.3382859603789836,0.5208871662360035
15-1221,0.6272609819121447,0.4224806201550387,0.2616279069767442,0.9767441860465116,0.996124031007752,0.8116925064599484,0.5536175710594314,0.25807493540051696
15-1231,0.375968992248062,0.2751937984496124,0.4237726098191214,0.5077519379844961,0.954780361757106,0.665374677002584,0.4022394487510767,0.2631352282515073
15-1232,0.7189922480620154,0.3753229974160206,0.4664082687338501,0.6350129198966409,0.9392764857881136,0.8291343669250646,0.49224806201550386,0.33688630490956073
15-1241,0.6149870801033591,0.3565891472868217,0.3837209302325581,0.6679586563307494,0.9844961240310076,0.7997416020671834,0.4694229112833764,0.330318690783807
15-1242,0.4031007751937984,0.1957364341085271,0.1666666666666666,0.686046511627907,0.9832041343669252,0.6931524547803618,0.3494832041343669,0.3436692506459949
15-1243,0.4043927648578811,0.1175710594315245,0.0697674418604651,0.7428940568475452,0.9935400516795866,0.6989664082687339,0.3100775193798449,0.388888888888889
15-1244,0.3733850129198966,0.1770025839793281,0.4328165374677002,0.6983204134366925,0.992248062015504,0.6828165374677003,0.4360465116279069,0.2467700258397934
15-1251,0.3953488372093023,0.1782945736434108,0.1963824289405684,0.7758397932816538,1.0,0.6976744186046512,0.38350559862187766,0.3141688199827735
15-1252,0.4631782945736434,0.0943152454780361,0.1188630490956072,0.8410852713178295,0.9987080103359172,0.7309431524547803,0.35142118863049093,0.3795219638242893
15-1253,0.665374677002584,0.1369509043927648,0.1343669250645995,0.686046511627907,0.9896640826873384,0.8275193798449612,0.31912144702842377,0.5083979328165373
15-1254,0.3824289405684754,0.1860465116279069,0.1795865633074935,0.849483204134367,0.9948320413436692,0.6886304909560723,0.4050387596899225,0.28359173126614984
15-1255,0.458656330749354,0.2093023255813953,0.1472868217054263,0.9967700258397932,0.9974160206718348,0.7280361757105944,0.45111972437553827,0.27691645133505616
15-1299,0.6912144702842378,0.3604651162790697,0.2222222222222222,0.7157622739018088,0.9715762273901808,0.8313953488372092,0.4328165374677002,0.398578811369509
15-2011,0.4657622739018088,0.2170542635658914,0.0103359173126615,0.6130490956072352,0.9218346253229974,0.6937984496124031,0.2801464254952627,0.4136520241171404
15-2021,0.5310077519379846,0.1033591731266149,0.024547803617571,0.9819121447028424,0.8940568475452196,0.7125322997416021,0.3699397071490094,0.3425925925925927
15-2031,0.5775193798449613,0.276485788113695,0.041343669250646,0.9276485788113696,0.9412144702842378,0.7593669250645996,0.4151593453919036,0.344207579672696
15-2041,0.6091731266149871,0.2319121447028423,0.0568475452196382,0.789405684754522,0.9651162790697676,0.7871447028423774,0.3593884582256675,0.42775624461670986
15-2051,0.6821705426356589,0.2370801033591731,0.0271317829457364,0.6834625322997416,0.9509043927648578,0.8165374677002584,0.315891472868217,0.5006459948320414
15-2099,0.5038759689922481,0.0981912144702842,0.107235142118863,0.7835917312661499,0.9799741602067183,0.7419250645994833,0.3296726959517657,0.4122523686477176
17-1011,0.8630490956072352,0.687984496124031,0.2138242894056847,0.9883720930232558,0.9127906976744186,0.8879198966408268,0.6300602928509905,0.2578596037898363
17-1012,0.5710594315245479,0.6925064599483204,0.2112403100775193,0.9896640826873384,0.6266149870801033,0.5988372093023255,0.6311369509043927,-0.03229974160206717
17-1021,0.6272609819121447,0.601421188630491,0.3152454780361757,0.6912144702842378,0.8695090439276486,0.7483850129198967,0.5359603789836348,0.21242463393626188
17-1022,0.8552971576227391,0.4638242894056847,0.537467700258398,0.6085271317829457,0.8604651162790697,0.8578811369509044,0.5366063738156761,0.3212747631352283
17-2011,0.7390180878552972,0.146640826873385,0.1524547803617571,0.9102067183462532,0.9819121447028424,0.8604651162790697,0.40310077519379844,0.4573643410852713
17-2021,0.8307493540051679,0.4528423772609819,0.3746770025839793,0.9102067183462532,0.962532299741602,0.896640826873385,0.5792420327304048,0.3173987941429802
17-2031,0.7797157622739018,0.3255813953488372,0.3533591731266149,0.952842377260982,0.9909560723514212,0.8853359173126616,0.5439276485788114,0.3414082687338502
17-2041,0.3695090439276486,0.127906976744186,0.1770025839793281,0.8081395348837209,0.96640826873385,0.6679586563307494,0.37101636520241166,0.2969422911283377
17-2051,0.7080103359173127,0.5516795865633075,0.1220930232558139,0.8578811369509044,0.9328165374677002,0.8204134366925064,0.5105512489233419,0.3098621877691645
17-2061,0.6589147286821705,0.1408268733850129,0.3055555555555556,0.9037467700258398,0.9741602067183462,0.8165374677002584,0.45004306632213603,0.36649440137812234
17-2071,0.8908268733850129,0.3133074935400516,0.3074935400516795,0.8443152454780362,0.9534883720930232,0.922157622739018,0.4883720930232558,0.43378552971576223
17-2072,0.5348837209302325,0.3268733850129199,0.4018087855297158,0.8294573643410853,0.9780361757105944,0.7564599483204135,0.5193798449612403,0.23708010335917318
17-2081,0.7267441860465116,0.6130490956072352,0.1459948320413436,0.8979328165374677,0.7215762273901809,0.7241602067183462,0.5523255813953488,0.17183462532299743
17-2111,0.7545219638242894,0.524547803617571,0.2067183462532299,0.7984496124031008,0.8746770025839793,0.8145994832041343,0.5099052540913006,0.3046942291128337
17-2112,0.7661498708010336,0.2674418604651162,0.2984496124031007,0.810077519379845,0.9341085271317828,0.8501291989664082,0.4586563307493539,0.39147286821705424
17-2121,0.7189922480620154,0.4412144702842377,0.483204134366925,0.8656330749354005,0.9250645994832042,0.8220284237726099,0.5966838931955211,0.2253445305770888
17-2131,0.7571059431524548,0.4063307493540051,0.3423772609819121,0.8959948320413437,0.917312661498708,0.8372093023255814,0.5482342807924203,0.2889750215331611
17-2141,0.6447028423772609,0.2144702842377261,0.3171834625322997,0.9231266149870802,0.9767441860465116,0.8107235142118863,0.48492678725236865,0.3257967269595176
17-2151,0.8856589147286822,0.3456072351421189,0.1266149870801033,0.8565891472868217,0.9728682170542636,0.929263565891473,0.44293712316968126,0.4863264427217917
17-2161,0.7112403100775194,0.2609819121447028,0.2260981912144702,0.8695090439276486,0.9521963824289406,0.83171834625323,0.4521963824289405,0.37952196382428954
17-2171,0.7009043927648578,0.4276485788113695,0.065891472868217,0.917312661498708,0.915374677002584,0.8081395348837209,0.4702842377260981,0.3378552971576228
17-2199,0.6537467700258398,0.3152454780361757,0.3643410852713178,0.8940568475452196,0.9689922480620154,0.8113695090439277,0.5245478036175711,0.28682170542635654
17-3011,0.481266149870801,0.2409560723514212,0.2739018087855297,0.8217054263565892,0.9599483204134368,0.7206072351421189,0.44552110249784665,0.27508613264427223
17-3012,0.5478036175710594,0.2319121447028423,0.2945736434108527,0.4799741602067183,0.9457364341085271,0.7467700258397933,0.3354866494401378,0.41128337639965556
17-3013,0.4573643410852713,0.1246770025839793,0.2855297157622739,0.813953488372093,0.9560723514211886,0.7067183462532299,0.4080534022394487,0.29866494401378124
17-3021,0.5691214470284238,0.2267441860465116,0.5452196382428941,0.5361757105943152,0.9198966408268734,0.7445090439276486,0.43604651162790703,0.3084625322997416
17-3022,0.5400516795865633,0.4153746770025839,0.2338501291989664,0.5930232558139535,0.8456072351421189,0.6928294573643411,0.4140826873385013,0.2787467700258398
17-3023,0.5277777777777778,0.3081395348837209,0.6052971576227391,0.6498708010335917,0.8804909560723514,0.7041343669250646,0.5211024978466839,0.18303186907838065
17-3024,0.4857881136950904,0.1795865633074935,0.9102067183462532,0.6453488372093024,0.9638242894056848,0.7248062015503876,0.578380706287683,0.14642549526270454
17-3025,0.4160206718346253,0.3204134366925064,0.5452196382428941,0.4799741602067183,0.7990956072351422,0.6075581395348837,0.44853574504737287,0.15902239448751082
17-3026,0.5426356589147286,0.2700258397932816,0.6111111111111112,0.7596899224806202,0.9354005167958656,0.7390180878552971,0.5469422911283376,0.1920757967269595
17-3027,0.5568475452196382,0.2700258397932816,0.7209302325581395,0.661498708010336,0.9011627906976744,0.7290051679586562,0.5508182601205857,0.17818690783807056
17-3029,0.6046511627906976,0.3165374677002584,0.6589147286821705,0.4315245478036176,0.8036175710594315,0.7041343669250646,0.4689922480620155,0.2351421188630491
17-3031,0.520671834625323,0.1408268733850129,0.4392764857881137,0.417312661498708,0.9082687338501292,0.7144702842377261,0.3324720068906115,0.38199827734711456
19-1011,0.7609819121447028,0.624031007751938,0.2816537467700258,0.917312661498708,0.8921188630490956,0.8265503875968991,0.6076658053402239,0.2188845822566753
19-1012,0.9043927648578812,0.396640826873385,0.3934108527131782,0.9476744186046512,0.5917312661498708,0.748062015503876,0.5792420327304048,0.1688199827734712
19-1013,0.8152454780361758,0.5439276485788114,0.421188630490956,0.937984496124031,0.9043927648578812,0.8598191214470285,0.6343669250645995,0.22545219638242908
19-1021,0.992248062015504,0.3481912144702842,0.4366925064599483,0.9832041343669252,0.9412144702842378,0.9667312661498708,0.5893626184323859,0.3773686477174849
19-1022,0.9237726098191216,0.3791989664082687,0.4405684754521964,0.8281653746770026,0.8559431524547804,0.889857881136951,0.5493109388458226,0.34054694229112836
19-1023,0.8462532299741602,0.8242894056847545,0.375968992248062,0.8113695090439277,0.8875968992248062,0.8669250645994833,0.6705426356589147,0.19638242894056857
19-1029,0.9056847545219638,0.4470284237726098,0.313953488372093,0.9599483204134368,0.928940568475452,0.9173126614987079,0.5736434108527132,0.34366925064599474
19-1031,0.7635658914728682,0.8126614987080103,0.4521963824289405,0.789405684754522,0.6847545219638242,0.7241602067183462,0.6847545219638244,0.039405684754521886
19-1032,0.9689922480620154,0.7312661498708011,0.5490956072351422,0.6388888888888888,0.7067183462532299,0.8378552971576227,0.6397502153316107,0.19810508182601205
19-1041,0.8908268733850129,0.7512919896640827,0.0258397932816537,0.9728682170542636,0.7131782945736435,0.8020025839793281,0.5833333333333334,0.21866925064599474
19-1042,0.8113695090439277,0.189922480620155,0.2842377260981912,0.8630490956072352,0.8294573643410853,0.8204134366925064,0.4457364341085271,0.37467700258397935
19-2011,0.7467700258397932,0.4186046511627907,0.1640826873385013,0.9580103359173128,0.9483204134366924,0.8475452196382428,0.5135658914728682,0.33397932816537457
19-2012,0.7312661498708011,0.3817829457364341,0.1343669250645995,0.9857881136950905,0.9870801033591732,0.8591731266149871,0.5006459948320413,0.3585271317829458
19-2021,0.5852713178294574,0.4560723514211886,0.0994832041343669,0.7370801033591732,0.9102067183462532,0.7477390180878554,0.43087855297157623,0.31686046511627913
19-2031,0.7487080103359173,0.1705426356589147,0.520671834625323,0.6227390180878553,0.7009043927648578,0.7248062015503876,0.43798449612403095,0.2868217054263566
19-2032,0.6937984496124031,0.3062015503875969,0.251937984496124,0.8372093023255814,0.8217054263565892,0.7577519379844961,0.4651162790697674,0.29263565891472876
19-2041,0.7131782945736435,0.5064599483204134,0.1576227390180878,0.7312661498708011,0.8901808785529716,0.8016795865633075,0.4651162790697674,0.33656330749354013
19-2042,0.7648578811369509,0.4922480620155038,0.3217054263565891,0.849483204134367,0.8436692506459949,0.8042635658914729,0.5544788975021533,0.24978466838931956
19-2043,0.6731266149870802,0.4095607235142119,0.3992248062015504,0.8410852713178295,0.8953488372093024,0.7842377260981912,0.5499569336778639,0.2342807924203273
19-2099,0.8333333333333334,0.3010335917312661,0.2545219638242894,0.9018087855297158,0.975452196382429,0.9043927648578811,0.4857881136950904,0.4186046511627907
19-3011,0.5930232558139535,0.2790697674418604,0.0012919896640826,0.851421188630491,0.8772609819121447,0.7351421188630491,0.37726098191214463,0.3578811369509045
19-3022,0.937984496124031,0.5439276485788114,0.0516795865633074,0.8023255813953488,0.958656330749354,0.9483204134366925,0.4659776055124892,0.4823428079242033
19-3032,0.877906976744186,0.6498708010335917,0.0051679586563307,0.9366925064599484,0.9496124031007752,0.9137596899224807,0.5305770887166236,0.3831826012058571
19-3033,0.9838501291989664,0.9263565891472868,0.0064599483204134,0.8901808785529716,0.3856589147286822,0.6847545219638242,0.6076658053402239,0.0770887166236004
19-3034,0.646640826873385,0.6763565891472868,0.0219638242894056,0.6059431524547804,0.3811369509043927,0.5138888888888888,0.43475452196382425,0.07913436692506459
19-3039,0.9883720930232558,0.9366925064599484,0.2112403100775193,0.665374677002584,0.7235142118863049,0.8559431524547804,0.6044358311800173,0.25150732127476305
19-3041,0.8397932816537468,0.6589147286821705,0.0090439276485788,0.8462532299741602,0.7667958656330749,0.8032945736434108,0.5047372954349698,0.298557278208441
19-3051,0.686046511627907,0.8391472868217055,0.0193798449612403,0.8959948320413437,0.6698966408268734,0.6779715762273901,0.5848406546080965,0.0931309216192936
19-3091,0.9715762273901808,0.6072351421188631,0.2448320413436692,0.8914728682170543,0.6266149870801033,0.7990956072351421,0.5811800172265289,0.21791559000861316
19-3092,0.8036175710594315,0.5083979328165374,0.1369509043927648,0.7816537467700259,0.8662790697674418,0.8349483204134367,0.47566752799310935,0.35928079242032734
19-3093,0.9031007751937984,0.5155038759689923,0.1220930232558139,0.563953488372093,0.5749354005167958,0.7390180878552971,0.40051679586563305,0.33850129198966405
19-3094,0.7364341085271318,0.5264857881136951,0.0174418604651162,0.8055555555555556,0.5807493540051679,0.6585917312661498,0.44982773471145565,0.20876399655469413
19-3099,0.7887596899224806,0.6731266149870802,0.0581395348837209,0.9580103359173128,0.8843669250645995,0.83656330749354,0.5630921619293713,0.27347114556416874
19-4012,0.5297157622739018,0.458656330749354,0.6537467700258398,0.5917312661498708,0.6007751937984496,0.5652454780361758,0.5680447889750215,-0.002799310938845778
19-4013,0.7571059431524548,0.2021963824289405,0.3901808785529715,0.2441860465116279,0.5025839793281653,0.6298449612403101,0.27885443583117997,0.3509905254091301
19-4021,0.6065891472868217,0.150516795865633,0.5193798449612403,0.5303617571059431,0.7952196382428941,0.7009043927648579,0.4000861326442722,0.30081826012058577
19-4031,0.8178294573643411,0.1124031007751938,0.6518087855297158,0.4521963824289405,0.7338501291989664,0.7758397932816538,0.40546942291128335,0.3703703703703704
19-4042,0.8552971576227391,0.481266149870801,0.5090439276485789,0.4431524547803617,0.5878552971576227,0.7215762273901809,0.4778208440999139,0.24375538329026702
19-4043,0.5568475452196382,0.1246770025839793,0.5322997416020672,0.3733850129198966,0.772609819121447,0.6647286821705426,0.34345391903531436,0.32127476313522824
19-4051,0.6705426356589147,0.2002583979328165,0.5878552971576227,0.4198966408268734,0.5943152454780362,0.6324289405684754,0.40267011197243757,0.22975882859603786
19-4061,0.7848837209302325,0.3042635658914728,0.0762273901808785,0.5697674418604651,0.9431524547803618,0.8640180878552972,0.3167527993109388,0.5472652885443584
19-4071,0.4483204134366925,0.7164082687338501,0.7674418604651163,0.5768733850129198,0.7512919896640827,0.5998062015503876,0.6869078380706287,-0.08710163652024117
19-4092,0.928940568475452,0.7622739018087855,0.5310077519379846,0.3927648578811369,0.4612403100775193,0.6950904392764856,0.562015503875969,0.13307493540051663
19-4099,0.5742894056847545,0.0781653746770025,0.4224806201550387,0.5768733850129198,0.8824289405684754,0.728359173126615,0.35917312661498696,0.36918604651162806
19-5011,0.9599483204134368,0.7428940568475452,0.4121447028423772,0.627906976744186,0.8204134366925064,0.8901808785529717,0.5943152454780362,0.2958656330749355
19-5012,0.8074935400516796,0.5697674418604651,0.3798449612403101,0.6369509043927648,0.8107235142118863,0.8091085271317829,0.52885443583118,0.28025409130060297
21-1011,0.9502583979328164,0.9496124031007752,0.2816537467700258,0.8055555555555556,0.8268733850129198,0.8885658914728681,0.6789405684754523,0.20962532299741587
21-1012,0.8630490956072352,0.9476744186046512,0.0303617571059431,0.789405684754522,0.6195090439276486,0.7412790697674418,0.5891472868217055,0.15213178294573637
21-1013,0.9677002583979328,0.9612403100775194,0.0465116279069767,0.8552971576227391,0.4444444444444444,0.7060723514211886,0.6210163652024118,0.08505598621877686
21-1014,0.9948320413436692,0.9987080103359172,0.1111111111111111,0.9263565891472868,0.5025839793281653,0.7487080103359173,0.6787252368647717,0.06998277347114557
21-1015,0.8688630490956072,0.9224806201550388,0.1705426356589147,0.6944444444444444,0.5645994832041343,0.7167312661498708,0.5958225667527993,0.1209086993970715
21-1021,0.9819121447028424,0.996124031007752,0.2002583979328165,0.7655038759689923,0.6065891472868217,0.794250645994832,0.6539621016365202,0.14028854435831173
21-1022,0.8475452196382429,0.9909560723514212,0.1873385012919896,0.7629198966408268,0.5452196382428941,0.6963824289405685,0.6470714900947458,0.049310938845822605
21-1023,0.8979328165374677,0.9444444444444444,0.1563307493540051,0.9457364341085271,0.6815245478036176,0.7897286821705427,0.6821705426356589,0.1075581395348838
21-1091,0.9127906976744186,0.9883720930232558,0.330749354005168,0.853359173126615,0.6195090439276486,0.7661498708010336,0.7241602067183462,0.04198966408268734
21-1092,0.8688630490956072,0.8669250645994832,0.3281653746770026,0.4754521963824289,0.6156330749354005,0.7422480620155039,0.5568475452196383,0.18540051679586556
21-1093,0.9315245478036176,0.907622739018088,0.2474160206718346,0.7054263565891473,0.6350129198966409,0.7832687338501292,0.62015503875969,0.16311369509043916
21-1094,0.9612403100775194,1.0,0.4677002583979328,0.6963824289405685,0.6498708010335917,0.8055555555555556,0.7213608957795005,0.08419465977605511
21-2011,0.5277777777777778,0.875968992248062,0.0878552971576227,0.9405684754521964,0.3410852713178294,0.4344315245478036,0.6347975882859603,-0.20036606373815674
