occ_code,writing_intensity,social_perceptiveness,physical_manual,creativity_originality,tool_technology,substitution_score,defense_score,net_risk
21-2021,0.6782945736434108,0.9806201550387597,0.1718346253229974,0.8837209302325582,0.7067183462532299,0.6925064599483204,0.6787252368647717,0.013781223083548677
23-1011,0.9534883720930232,0.8191214470284238,0.0801033591731266,0.9328165374677002,0.5109819121447028,0.732235142118863,0.6106804478897502,0.1215546942291128
23-1012,0.5219638242894057,0.146640826873385,0.0322997416020671,0.5038759689922481,0.5348837209302325,0.5284237726098191,0.2276055124892334,0.30081826012058566
23-1021,0.9334625322997416,0.6563307493540051,0.1059431524547803,0.4689922480620155,0.4186046511627907,0.6760335917312662,0.4104220499569336,0.2656115417743326
23-1022,0.7512919896640827,0.3281653746770026,0.0387596899224806,0.6731266149870802,0.3210594315245478,0.5361757105943152,0.3466838931955211,0.18949181739879412
23-1023,0.9412144702842378,0.7351421188630491,0.0116279069767441,0.5264857881136951,0.3901808785529715,0.6656976744186046,0.4244186046511628,0.2412790697674418
23-2011,0.979328165374677,0.5813953488372093,0.1298449612403101,0.3165374677002584,0.770671834625323,0.875,0.3425925925925926,0.5324074074074074
23-2093,0.7532299741602068,0.25,0.1589147286821705,0.1124031007751938,0.4418604651162791,0.5975452196382429,0.17377260981912143,0.42377260981912146
25-1011,0.582687338501292,0.6059431524547804,0.0788113695090439,0.7093023255813954,0.727390180878553,0.6550387596899225,0.46468561584840656,0.19035314384151597
25-1021,0.7344961240310077,0.5400516795865633,0.165374677002584,0.8217054263565892,0.9677002583979328,0.8510981912144703,0.5090439276485789,0.3420542635658914
25-1022,0.6666666666666666,0.4412144702842377,0.0620155038759689,0.7202842377260982,0.6472868217054264,0.6569767441860466,0.40783807062876826,0.2491386735572783
25-1031,0.7848837209302325,0.7532299741602068,0.1757105943152454,0.9121447028423773,0.8624031007751938,0.8236434108527131,0.6136950904392765,0.20994832041343658
25-1032,0.6589147286821705,0.3456072351421189,0.148578811369509,0.9037467700258398,0.8333333333333334,0.7461240310077519,0.4659776055124893,0.28014642549526264
25-1041,0.9108527131782944,0.7997416020671835,0.355297157622739,0.8165374677002584,0.6472868217054264,0.7790697674418604,0.657192075796727,0.1218776916451334
25-1042,0.875968992248062,0.458656330749354,0.1950904392764857,0.8746770025839793,0.6750645994832042,0.775516795865633,0.5094745908699396,0.2660422049956934
25-1043,0.9082687338501292,0.5910852713178295,0.2364341085271318,0.8410852713178295,0.8624031007751938,0.8853359173126615,0.5562015503875969,0.3291343669250646
25-1051,0.7596899224806202,0.560077519379845,0.169250645994832,0.7370801033591732,0.8294573643410853,0.7945736434108528,0.4888027562446167,0.30577088716623607
25-1052,0.8133074935400517,0.4315245478036176,0.1860465116279069,0.7299741602067183,0.8527131782945736,0.8330103359173127,0.4491817398794143,0.3838285960378984
25-1053,0.6976744186046512,0.5174418604651163,0.1679586563307493,0.7609819121447028,0.5290697674418605,0.6133720930232558,0.4821274763135228,0.13124461670973298
25-1054,0.770671834625323,0.5678294573643411,0.3171834625322997,0.8217054263565892,0.8417312661498708,0.8062015503875969,0.5689061154177434,0.2372954349698535
25-1061,0.9987080103359172,0.7803617571059431,0.2157622739018088,0.921188630490956,0.689922480620155,0.844315245478036,0.6391042204995693,0.20521102497846677
25-1062,0.8501291989664083,0.6524547803617571,0.0335917312661498,0.8333333333333334,0.7512919896640827,0.8007105943152455,0.5064599483204134,0.2942506459948321
25-1063,0.5691214470284238,0.3365633074935401,0.0820413436692506,0.7984496124031008,0.8036175710594315,0.6863695090439277,0.4056847545219638,0.2806847545219639
25-1064,0.7932816537467701,0.6111111111111112,0.0684754521963824,0.8023255813953488,0.9186046511627908,0.8559431524547805,0.4939707149009475,0.36197243755383296
25-1065,0.6395348837209303,0.4134366925064599,0.003875968992248,0.7629198966408268,0.4082687338501292,0.5239018087855297,0.39341085271317827,0.13049095607235145
25-1066,0.8947028423772609,0.872093023255814,0.0607235142118863,0.772609819121447,0.7906976744186046,0.8427002583979328,0.5684754521963824,0.27422480620155043
25-1067,0.7487080103359173,0.4935400516795866,0.020671834625323,0.8217054263565892,0.6266149870801033,0.6876614987080103,0.4453057708871662,0.24235572782084408
25-1071,0.772609819121447,0.7784237726098191,0.3604651162790697,0.7926356589147286,0.5807493540051679,0.6766795865633075,0.6438415159345392,0.03283807062876831
25-1072,0.9450904392764858,0.9341085271317828,0.3869509043927648,0.7403100775193798,0.8888888888888888,0.9169896640826873,0.6871231696813092,0.22986649440137819
25-1081,0.8229974160206718,0.5626614987080103,0.1020671834625323,0.7777777777777778,0.5839793281653747,0.7034883720930232,0.48083548664944015,0.22265288544358303
25-1082,0.7990956072351422,0.5264857881136951,0.0671834625322997,0.7493540051679587,0.8804909560723514,0.8397932816537468,0.4476744186046511,0.39211886304909566
25-1111,0.9334625322997416,0.5729974160206718,0.0710594315245478,0.7558139534883721,0.5678294573643411,0.7506459948320414,0.46662360034453054,0.2840223944875109
25-1112,0.6763565891472868,0.4263565891472868,0.0284237726098191,0.7713178294573644,0.5852713178294574,0.6308139534883721,0.4086993970714901,0.222114556416882
25-1113,0.8856589147286822,0.7855297157622739,0.0633074935400516,0.8443152454780362,0.8456072351421189,0.8656330749354005,0.5643841515934539,0.30124892334194664
25-1121,0.7622739018087855,0.8294573643410853,0.3475452196382429,0.9806201550387597,0.4696382428940568,0.6159560723514211,0.719207579672696,-0.10325150732127486
25-1122,0.9198966408268734,0.6841085271317829,0.0968992248062015,0.8081395348837209,0.7441860465116279,0.8320413436692506,0.5297157622739018,0.3023255813953488
25-1123,0.958656330749354,0.6046511627906976,0.0542635658914728,0.8869509043927648,0.5064599483204134,0.7325581395348837,0.5152885443583117,0.21726959517657196
25-1124,0.5904392764857881,0.4224806201550387,0.0303617571059431,0.7351421188630491,0.7764857881136951,0.6834625322997416,0.3959948320413436,0.287467700258398
25-1125,0.9554263565891472,0.4987080103359173,0.0077519379844961,0.8023255813953488,0.3210594315245478,0.6382428940568475,0.4362618432385874,0.20198105081826012
25-1126,0.7009043927648578,0.6085271317829457,0.0478036175710594,0.7448320413436692,0.6589147286821705,0.6799095607235142,0.4670542635658914,0.21285529715762275
25-1192,0.6272609819121447,0.5755813953488372,0.127906976744186,0.6472868217054264,0.6698966408268734,0.648578811369509,0.4502583979328165,0.1983204134366925
25-1193,0.8372093023255814,0.772609819121447,0.2041343669250646,0.727390180878553,0.5452196382428941,0.6912144702842378,0.5680447889750215,0.12316968130921624
25-1194,0.686046511627907,0.7338501291989664,0.562015503875969,0.5613695090439277,0.4799741602067183,0.5830103359173127,0.6190783807062877,-0.03606804478897507
25-2011,0.2971576227390181,0.7060723514211886,0.3662790697674418,0.8927648578811369,0.1149870801033591,0.2060723514211886,0.6550387596899224,-0.4489664082687338
25-2012,0.4974160206718346,0.8094315245478036,0.3204134366925064,0.9347545219638242,0.3649870801033592,0.4312015503875969,0.6881998277347114,-0.25699827734711456
25-2021,0.6763565891472868,0.8546511627906976,0.2751937984496124,0.9431524547803618,0.770671834625323,0.7235142118863049,0.6909991386735573,0.0325150732127476
25-2022,0.8333333333333334,0.8636950904392765,0.1912144702842377,0.8733850129198967,0.4612403100775193,0.6472868217054264,0.6427648578811369,0.004521963824289488
25-2023,0.7848837209302325,0.7325581395348837,0.3501291989664082,0.834625322997416,0.7338501291989664,0.7593669250645995,0.6391042204995693,0.12026270456503019
25-2031,0.7416020671834626,0.8281653746770026,0.2280361757105943,0.8785529715762274,0.6602067183462532,0.7009043927648579,0.6449181739879415,0.05598621877691645
25-2032,0.8979328165374677,0.9018087855297158,0.5717054263565892,0.952842377260982,0.7131782945736435,0.8055555555555556,0.8087855297157622,-0.00322997416020665
25-2051,0.8074935400516796,0.8204134366925064,0.3565891472868217,0.6414728682170543,0.603359173126615,0.7054263565891473,0.6061584840654608,0.09926787252368652
25-2056,0.7028423772609819,0.8468992248062015,0.2616279069767442,0.8869509043927648,0.5943152454780362,0.648578811369509,0.6651593453919035,-0.016580534022394455
25-2057,0.6227390180878553,0.7583979328165374,0.2002583979328165,0.6569767441860465,0.4528423772609819,0.5377906976744186,0.5385443583118001,-0.0007536606373815813
25-2058,0.8856589147286822,0.8708010335917312,0.2790697674418604,0.8591731266149871,0.7667958656330749,0.8262273901808785,0.6696813092161928,0.1565460809646857
25-2059,0.7441860465116279,0.8023255813953488,0.6007751937984496,0.8372093023255814,0.3559431524547803,0.5500645994832041,0.7467700258397932,-0.19670542635658916
25-3011,0.6117571059431525,0.4909560723514212,0.1007751937984496,0.8268733850129198,0.4741602067183462,0.5429586563307494,0.4728682170542635,0.07009043927648584
25-3021,0.3565891472868217,0.5710594315245479,0.3113695090439276,0.7448320413436692,0.3410852713178294,0.34883720930232553,0.5424203273040482,-0.19358311800172268
25-3031,0.4405684754521964,0.4031007751937984,0.2080103359173126,0.3036175710594315,0.2868217054263566,0.3636950904392765,0.30490956072351416,0.05878552971576234
25-3041,0.7241602067183462,0.7512919896640827,0.1033591731266149,0.7945736434108527,0.3191214470284237,0.521640826873385,0.5497416020671834,-0.02810077519379839
25-4011,0.9651162790697676,0.6395348837209303,0.3617571059431524,0.6498708010335917,0.7338501291989664,0.849483204134367,0.5503875968992248,0.29909560723514217
25-4012,0.8856589147286822,0.7060723514211886,0.3785529715762274,0.9140826873385012,0.6782945736434108,0.7819767441860466,0.6662360034453058,0.11574074074074081
25-4013,0.4935400516795866,0.3682170542635659,0.6369509043927648,0.7558139534883721,0.4186046511627907,0.4560723514211886,0.5869939707149009,-0.13092161929371227
25-4022,0.7112403100775194,0.7164082687338501,0.2971576227390181,0.6602067183462532,0.8921188630490956,0.8016795865633075,0.5579242032730405,0.24375538329026702
25-4031,0.4250645994832041,0.5297157622739018,0.4250645994832041,0.1627906976744186,0.6065891472868217,0.5158268733850129,0.3725236864771748,0.14330318690783805
25-9021,0.8036175710594315,0.8953488372093024,0.3242894056847545,0.8804909560723514,0.7609819121447028,0.7822997416020672,0.7000430663221361,0.08225667527993108
25-9031,0.9412144702842378,0.7784237726098191,0.1447028423772609,0.8998708010335917,0.7855297157622739,0.8633720930232558,0.6076658053402239,0.25570628768303194
25-9042,0.4657622739018088,0.8255813953488372,0.3514211886304909,0.8824289405684754,0.3255813953488372,0.39567183462532296,0.6864771748492678,-0.2908053402239449
25-9043,0.3010335917312661,0.58656330749354,0.2919896640826873,0.6059431524547804,0.3236434108527132,0.31233850129198965,0.49483204134366926,-0.18249354005167961
25-9044,0.5239018087855297,0.4095607235142119,0.1498708010335917,0.686046511627907,0.7906976744186046,0.6572997416020672,0.4151593453919036,0.2421403962101636
27-1011,0.3863049095607235,0.5581395348837209,0.1976744186046511,1.0,0.7067183462532299,0.5465116279069767,0.5852713178294574,-0.03875968992248069
27-1012,0.2590439276485788,0.3191214470284237,0.686046511627907,0.9844961240310076,0.2816537467700258,0.2703488372093023,0.6632213608957794,-0.3928725236864771
27-1013,0.1162790697674418,0.2461240310077519,0.5142118863049095,0.9987080103359172,0.4224806201550387,0.26937984496124023,0.5863479758828595,-0.31696813092161924
27-1014,0.3488372093023256,0.3100775193798449,0.2674418604651162,0.9612403100775194,0.9315245478036176,0.6401808785529716,0.5129198966408269,0.12726098191214463
27-1021,0.3540051679586563,0.2629198966408269,0.29328165374677,0.9638242894056848,0.9573643410852714,0.6556847545219638,0.5066752799310938,0.14900947459087
27-1022,0.4140826873385013,0.5439276485788114,0.3449612403100775,0.9948320413436692,0.5348837209302325,0.4744832041343669,0.6279069767441859,-0.15342377260981904
27-1023,0.3527131782945736,0.3662790697674418,0.4961240310077519,0.872093023255814,0.2713178294573643,0.312015503875969,0.5781653746770026,-0.2661498708010336
27-1024,0.4069767441860465,0.5729974160206718,0.2448320413436692,0.992248062015504,0.9444444444444444,0.6757105943152455,0.603359173126615,0.07235142118863047
27-1025,0.6976744186046512,0.7984496124031008,0.1343669250645995,0.9967700258397932,0.8662790697674418,0.7819767441860466,0.6431955211024979,0.13878122308354868
27-1026,0.1627906976744186,0.4341085271317829,0.6602067183462532,0.875968992248062,0.3714470284237726,0.2671188630490956,0.656761412575366,-0.3896425495262704
27-1027,0.421188630490956,0.2945736434108527,0.3533591731266149,0.9935400516795866,0.6873385012919897,0.5542635658914729,0.547157622739018,0.00710594315245483
27-2011,0.1421188630490956,0.7713178294573644,0.3630490956072351,0.907622739018088,0.0607235142118863,0.10142118863049095,0.6806632213608959,-0.5792420327304049
27-2012,0.6007751937984496,0.6291989664082688,0.2816537467700258,0.9405684754521964,0.6976744186046512,0.6492248062015504,0.6171403962101637,0.03208440999138673
27-2021,0.2299741602067183,0.5755813953488372,0.7661498708010336,0.5529715762273901,0.1996124031007752,0.21479328165374673,0.6315676141257537,-0.41677433247200696
27-2022,0.6363049095607235,0.8113695090439277,0.4754521963824289,0.9509043927648578,0.4328165374677002,0.5345607235142118,0.7459086993970715,-0.2113479758828597
27-2023,0.2487080103359173,0.2868217054263566,0.3359173126614987,0.0090439276485788,0.1363049095607235,0.19250645994832039,0.21059431524547803,-0.018087855297157646
27-2031,0.0322997416020671,0.4328165374677002,0.5968992248062015,0.5445736434108527,0.0051679586563307,0.018733850129198898,0.5247631352282515,-0.5060292850990525
27-2032,0.3036175710594315,0.8423772609819121,0.4987080103359173,0.9909560723514212,0.1744186046511628,0.23901808785529716,0.7773471145564169,-0.5383290267011198
27-2041,0.4974160206718346,0.687984496124031,0.3294573643410852,0.9715762273901808,0.5523255813953488,0.5248708010335917,0.663006029285099,-0.13813522825150726
27-2042,0.1841085271317829,0.5503875968992248,0.4496124031007752,0.748062015503876,0.1246770025839793,0.15439276485788112,0.582687338501292,-0.42829457364341084
27-3011,0.4870801033591731,0.7868217054263565,0.2390180878552971,0.9780361757105944,0.2868217054263566,0.38695090439276486,0.6679586563307494,-0.2810077519379845
27-3023,0.6395348837209303,0.7474160206718347,0.2248062015503876,0.7797157622739018,0.5348837209302325,0.5872093023255813,0.5839793281653747,0.00322997416020665
27-3031,0.6162790697674418,0.9328165374677002,0.0400516795865633,0.9702842377260982,0.6395348837209303,0.627906976744186,0.6477174849267873,-0.019810508182601216
27-3041,0.8255813953488372,0.479328165374677,0.1937984496124031,0.9405684754521964,0.7842377260981912,0.8049095607235142,0.5378983634797588,0.2670111972437553
27-3042,0.9198966408268734,0.1828165374677002,0.189922480620155,0.6188630490956072,0.6395348837209303,0.7797157622739018,0.3305340223944875,0.44918173987941434
27-3043,0.8204134366925064,0.3837209302325581,0.1149870801033591,0.9870801033591732,0.5109819121447028,0.6656976744186046,0.49526270456503013,0.17043496985357448
27-3091,0.689922480620155,0.7661498708010336,0.2377260981912144,0.6414728682170543,0.3281653746770026,0.5090439276485788,0.5484496124031008,-0.039405684754522
27-3092,0.9198966408268734,0.3624031007751938,0.2958656330749354,0.003875968992248,0.4302325581395348,0.6750645994832041,0.22071490094745905,0.45434969853574503
27-4011,0.4631782945736434,0.3992248062015504,0.6408268733850129,0.7002583979328165,0.9102067183462532,0.6866925064599483,0.5801033591731266,0.10658914728682167
27-4012,0.4883720930232558,0.4250645994832041,0.6834625322997416,0.6020671834625323,0.9366925064599484,0.7125322997416021,0.570198105081826,0.14233419465977615
27-4014,0.4715762273901809,0.5297157622739018,0.5258397932816538,0.954780361757106,0.9276485788113696,0.6996124031007753,0.6701119724375539,0.02950043066322139
27-4021,0.5006459948320413,0.7939276485788114,0.5297157622739018,0.962532299741602,0.8662790697674418,0.6834625322997416,0.7620585701981052,-0.07859603789836356
27-4031,0.2887596899224806,0.712532299741602,0.7332041343669251,0.8695090439276486,0.7512919896640827,0.5200258397932817,0.7717484926787251,-0.2517226528854435
27-4032,0.4754521963824289,0.5478036175710594,0.3229974160206718,0.9689922480620154,0.8559431524547804,0.6656976744186046,0.6132644272179156,0.05243324720068898
29-1011,0.9502583979328164,0.907622739018088,0.5904392764857881,0.5807493540051679,0.5523255813953488,0.7512919896640826,0.6929371231696813,0.05835486649440136
29-1021,0.7428940568475452,0.9689922480620154,0.6640826873385013,0.7235142118863049,0.4767441860465116,0.6098191214470283,0.7855297157622738,-0.1757105943152455
29-1022,0.770671834625323,0.975452196382429,0.6989664082687338,0.7202842377260982,0.5723514211886305,0.6715116279069767,0.7982342807924203,-0.1267226528854436
29-1023,0.6640826873385013,0.8772609819121447,0.4819121447028424,0.6912144702842378,0.5064599483204134,0.5852713178294573,0.6834625322997416,-0.09819121447028434
29-1024,0.8436692506459949,0.9638242894056848,0.710594315245478,0.8617571059431525,0.7590439276485789,0.8013565891472869,0.8453919035314383,-0.044035314384151425
29-1031,0.8604651162790697,0.8901808785529716,0.0904392764857881,0.7093023255813954,0.7512919896640827,0.8058785529715762,0.5633074935400516,0.24257105943152457
29-1041,0.9909560723514212,0.9573643410852714,0.4289405684754522,0.5872093023255814,0.8294573643410853,0.9102067183462532,0.6578380706287684,0.2523686477174848
29-1051,0.8449612403100775,0.6944444444444444,0.4276485788113695,0.3837209302325581,0.603359173126615,0.7241602067183462,0.501937984496124,0.2222222222222222
29-1071,0.7816537467700259,0.8695090439276486,0.5361757105943152,0.4799741602067183,0.5251937984496124,0.6534237726098191,0.6285529715762274,0.02487080103359174
29-1081,0.9127906976744186,0.909560723514212,0.4444444444444444,0.6912144702842378,0.8714470284237726,0.8921188630490956,0.6817398794142981,0.21037898363479746
29-1122,0.909560723514212,0.8940568475452196,0.4186046511627907,0.8869509043927648,0.5594315245478036,0.7344961240310078,0.733204134366925,0.0012919896640828377
29-1123,0.9450904392764858,0.952842377260982,0.6447028423772609,0.7532299741602068,0.6311369509043928,0.7881136950904393,0.7835917312661499,0.004521963824289377
29-1124,0.7344961240310077,0.8972868217054264,0.7312661498708011,0.3624031007751938,0.8333333333333334,0.7839147286821706,0.6636520241171404,0.12026270456503019
29-1125,0.8501291989664083,0.9392764857881136,0.4922480620155038,0.8656330749354005,0.5200258397932817,0.685077519379845,0.7657192075796727,-0.08064168819982775
29-1126,0.5852713178294574,0.7603359173126615,0.687984496124031,0.4089147286821705,0.6524547803617571,0.6188630490956073,0.6190783807062877,-0.00021533161068043594
29-1127,1.0,0.8811369509043928,0.2299741602067183,0.8475452196382429,0.7829457364341085,0.8914728682170543,0.6528854435831181,0.23858742463393623
29-1128,0.8255813953488372,0.9263565891472868,0.5038759689922481,0.6537467700258398,0.8036175710594315,0.8145994832041343,0.6946597760551249,0.11993970714900948
29-1129,0.8501291989664083,0.9599483204134368,0.396640826873385,0.979328165374677,0.4366925064599483,0.6434108527131783,0.7786391042204995,-0.1352282515073212
29-1131,0.5762273901808785,0.8068475452196382,0.4534883720930232,0.4431524547803617,0.3559431524547803,0.4660852713178294,0.5678294573643411,-0.1017441860465117
29-1141,0.8527131782945736,0.9509043927648578,0.4573643410852713,0.7260981912144703,0.661498708010336,0.7571059431524547,0.7114556416881999,0.04565030146425486
29-1151,0.7739018087855297,0.8998708010335917,0.6815245478036176,0.7138242894056848,0.603359173126615,0.6886304909560723,0.7650732127476315,-0.0764427217915592
29-1161,0.962532299741602,0.9844961240310076,0.5258397932816538,0.6537467700258398,0.6395348837209303,0.8010335917312661,0.7213608957795005,0.07967269595176563
29-1171,0.9276485788113696,0.9554263565891472,0.4134366925064599,0.6705426356589147,0.6214470284237726,0.7745478036175711,0.679801894918174,0.09474590869939714
29-1181,0.996124031007752,0.9974160206718348,0.5064599483204134,0.6020671834625323,0.898578811369509,0.9473514211886305,0.7019810508182601,0.24537037037037035
29-1211,0.7906976744186046,0.851421188630491,0.5452196382428941,0.6311369509043928,0.2990956072351421,0.5448966408268734,0.6759259259259259,-0.13102928509905254
29-1213,0.8397932816537468,0.9315245478036176,0.3708010335917313,0.4063307493540051,0.8036175710594315,0.8217054263565892,0.5695521102497847,0.25215331610680447
29-1214,0.9870801033591732,0.9948320413436692,0.4844961240310077,0.8307493540051679,0.7170542635658915,0.8520671834625324,0.7700258397932815,0.08204134366925087
29-1215,0.975452196382429,0.979328165374677,0.2416020671834625,0.3649870801033592,0.5322997416020672,0.7538759689922481,0.5286391042204995,0.22523686477174854
29-1216,0.9018087855297158,0.9425064599483204,0.3662790697674418,0.5949612403100775,0.7189922480620154,0.8104005167958657,0.6345822566752799,0.17581826012058577
29-1217,0.9896640826873384,0.9741602067183462,0.2351421188630491,0.8695090439276486,0.7189922480620154,0.8543281653746769,0.6929371231696813,0.16139104220499567
29-1218,0.9651162790697676,0.9857881136950905,0.5025839793281653,0.6434108527131783,0.4857881136950904,0.725452196382429,0.7105943152454781,0.014857881136950857
29-1221,0.9302325581395348,0.9896640826873384,0.2997416020671835,0.3268733850129199,0.4366925064599483,0.6834625322997415,0.5387596899224806,0.14470284237726094
29-1222,0.9651162790697676,0.5381136950904393,0.3682170542635659,0.6020671834625323,0.8391472868217055,0.9021317829457365,0.5027993109388458,0.3993324720068907
29-1223,0.9573643410852714,0.9554263565891472,0.1434108527131783,0.7467700258397932,0.3746770025839793,0.6660206718346253,0.6152024117140397,0.05081826012058566
29-1224,0.94702842377261,0.96640826873385,0.4773901808785529,0.5807493540051679,0.6266149870801033,0.7868217054263567,0.6748492678725236,0.11197243755383302
29-1229,0.9483204134366924,0.9677002583979328,0.3720930232558139,0.7958656330749354,0.6950904392764858,0.821705426356589,0.7118863049095608,0.10981912144702821
29-1241,0.874031007751938,0.9147286821705426,0.5232558139534884,0.6589147286821705,0.4799741602067183,0.6770025839793281,0.6989664082687338,-0.021963824289405687
29-1291,0.7512919896640827,0.9198966408268734,0.4263565891472868,0.5988372093023255,0.2435400516795865,0.4974160206718346,0.6483634797588286,-0.15094745908699397
29-1292,0.5174418604651163,0.91343669250646,0.7196382428940569,0.4722222222222222,0.5406976744186046,0.5290697674418605,0.7017657192075797,-0.17269595176571917
29-1299,0.9147286821705426,0.921188630490956,0.3036175710594315,0.6744186046511628,0.6563307493540051,0.7855297157622738,0.6330749354005167,0.15245478036175708
29-2011,0.6175710594315246,0.2067183462532299,0.5503875968992248,0.3049095607235142,0.6627906976744186,0.6401808785529716,0.3540051679586563,0.2861757105943153
29-2012,0.4702842377260982,0.2054263565891473,0.6162790697674418,0.2622739018087855,0.6679586563307494,0.5691214470284238,0.36132644272179154,0.20779500430663228
29-2031,0.6214470284237726,0.7958656330749354,0.6789405684754521,0.3281653746770026,0.7512919896640827,0.6863695090439277,0.60099052540913,0.08537898363479768
29-2032,0.6492248062015504,0.8436692506459949,0.6815245478036176,0.5161498708010336,0.5878552971576227,0.6185400516795866,0.6804478897502153,-0.06190783807062872
29-2033,0.7267441860465116,0.849483204134367,0.58656330749354,0.3811369509043927,0.8158914728682171,0.7713178294573644,0.6057278208440998,0.16559000861326456
29-2034,0.4005167958656331,0.8410852713178295,0.6447028423772609,0.2002583979328165,0.7441860465116279,0.5723514211886305,0.562015503875969,0.01033591731266148
29-2035,0.686046511627907,0.8094315245478036,0.6356589147286822,0.5161498708010336,0.7764857881136951,0.7312661498708011,0.6537467700258398,0.07751937984496127
29-2036,0.7771317829457365,0.3294573643410852,0.3087855297157623,0.7235142118863049,0.9218346253229974,0.849483204134367,0.4539190353143841,0.39556416881998285
29-2051,0.5335917312661499,0.7196382428940569,0.5012919896640827,0.6757105943152455,0.3268733850129199,0.43023255813953487,0.632213608957795,-0.20198105081826012
29-2052,0.479328165374677,0.7448320413436692,0.4974160206718346,0.1563307493540051,0.6563307493540051,0.5678294573643411,0.46619293712316967,0.10163652024117142
29-2053,0.562015503875969,0.7816537467700259,0.4302325581395348,0.3979328165374677,0.3830749354005168,0.4725452196382429,0.5366063738156761,-0.06406115417743319
29-2055,0.272609819121447,0.6291989664082688,0.8113695090439277,0.3766149870801034,0.2655038759689923,0.26905684754521964,0.6057278208441,-0.3366709732988804
29-2056,0.5988372093023255,0.8307493540051679,0.7932816537467701,0.4005167958656331,0.4741602067183462,0.5364987080103358,0.6748492678725238,-0.13835055986218792
29-2057,0.5368217054263565,0.8578811369509044,0.4728682170542636,0.1078811369509044,0.4011627906976744,0.46899224806201545,0.47954349698535753,-0.010551248923342083
29-2061,0.6201550387596899,0.7939276485788114,0.6078811369509044,0.3766149870801034,0.4328165374677002,0.5264857881136951,0.5928079242032731,-0.06632213608957804
29-2081,0.9263565891472868,0.9405684754521964,0.5155038759689923,0.6130490956072352,0.7564599483204134,0.8414082687338501,0.6897071490094747,0.1517011197243754
29-2091,0.9857881136950905,0.9354005167958656,0.6253229974160207,0.7926356589147286,0.898578811369509,0.9421834625322998,0.7844530577088716,0.15773040482342815
29-2092,0.5607235142118863,0.9179586563307494,0.5109819121447028,0.3320413436692506,0.6950904392764858,0.627906976744186,0.5869939707149009,0.04091300602928516
29-2099,0.7403100775193798,0.8927648578811369,0.4638242894056847,0.2984496124031007,0.6925064599483204,0.7164082687338501,0.5516795865633074,0.1647286821705427
29-9091,0.900516795865633,0.8165374677002584,0.5594315245478036,0.7583979328165374,0.3410852713178294,0.6208010335917312,0.7114556416881999,-0.09065460809646864
29-9092,0.9366925064599484,0.9457364341085271,0.0142118863049095,0.5161498708010336,0.5613695090439277,0.749031007751938,0.4920327304048235,0.2569982773471145
29-9093,0.4437984496124031,0.8682170542635659,0.8339793281653747,0.5445736434108527,0.4108527131782946,0.4273255813953488,0.7489233419465977,-0.3215977605512489
29-9099,0.686046511627907,0.9832041343669252,0.5,0.5613695090439277,0.4270025839793281,0.5565245478036176,0.6815245478036177,-0.1250000000000001
31-1121,0.4276485788113695,0.7028423772609819,0.5568475452196382,0.5872093023255814,0.0562015503875969,0.24192506459948318,0.6156330749354005,-0.3737080103359174
31-1122,0.4463824289405684,0.9819121447028424,0.5917312661498708,0.3708010335917313,0.2635658914728682,0.3549741602067183,0.6481481481481483,-0.29317398794142996
31-1131,0.3972868217054263,0.667312661498708,0.599483204134367,0.1892764857881137,0.2351421188630491,0.31621447028423766,0.48535745047372963,-0.16914298018949198
31-1132,0.1550387596899224,0.6182170542635659,0.6847545219638242,0.0529715762273901,0.0949612403100775,0.12499999999999994,0.45198105081826007,-0.3269810508182601
31-1133,0.5956072351421189,0.710594315245478,0.5109819121447028,0.5904392764857881,0.2493540051679586,0.42248062015503873,0.6040051679586562,-0.1815245478036175
31-2011,0.6317829457364341,0.937984496124031,0.6291989664082688,0.8178294573643411,0.5490956072351422,0.5904392764857882,0.7950043066322136,-0.20456503014642535
31-2012,0.5956072351421189,0.958656330749354,0.6976744186046512,0.4799741602067183,0.3856589147286822,0.49063307493540054,0.7121016365202412,-0.22146856158484063
31-2021,0.6027131782945736,0.9780361757105944,0.7461240310077519,0.5807493540051679,0.7764857881136951,0.6895994832041343,0.768303186907838,-0.07870370370370372
31-2022,0.4237726098191214,0.8972868217054264,0.5762273901808785,0.2810077519379845,0.5613695090439277,0.49257105943152457,0.5848406546080965,-0.09226959517657196
31-9011,0.5077519379844961,0.8875968992248062,0.6692506459948321,0.4431524547803617,0.1576227390180878,0.33268733850129195,0.6666666666666666,-0.3339793281653747
31-9091,0.4689922480620155,0.8010335917312662,0.6195090439276486,0.4063307493540051,0.7131782945736435,0.5910852713178295,0.6089577950043067,-0.017872523686477182
31-9092,0.9554263565891472,0.8611111111111112,0.5607235142118863,0.4722222222222222,0.7564599483204134,0.8559431524547803,0.6313522825150732,0.224590869939707
31-9093,0.5322997416020672,0.5103359173126615,0.8049095607235142,0.1847545219638243,0.4082687338501292,0.4702842377260982,0.49999999999999994,-0.02971576227390177
31-9094,0.8979328165374677,0.4043927648578811,0.2648578811369509,0.0051679586563307,0.6227390180878553,0.7603359173126615,0.22480620155038755,0.5355297157622739
31-9095,0.3352713178294573,0.7674418604651163,0.4948320413436692,0.1285529715762274,0.727390180878553,0.5313307493540051,0.4636089577950043,0.06772179155900088
31-9096,0.6434108527131783,0.7370801033591732,0.7235142118863049,0.2202842377260982,0.4857881136950904,0.5645994832041343,0.5602928509905255,0.00430663221360883
